id_cartorio,texto,estado,cidade,data
183,Processo de Recuperação de Crédito: Terreno Rural de 28854m² passou de Maria Liz da Paz (718.295.364-19) para da Rocha e Filhos (54.762.893/0001-31).,AC,Rio Branco,07/2023
116,"Apartamento de 203m², Recuperação de Crédito realizado entre Cassiano (05.236.974/0001-92) e Rios e Filhos (69.572.310/0001-87).",RO,Ariquemes,11/2024
187,"Casa de 295m², Recuperação de Crédito realizado entre Rebeca Sales (630.592.871-12) e Anthony Gabriel Ramos (619.057.234-07).",SE,Aracaju,04/2024
235,Processo de Compra e Venda: Casa de 95m² passou de Rezende (14.027.859/0001-07) para Moreira - ME (85.934.276/0001-08).,TO,Palmas,10/2024
89,Terreno Rural com 30617m² foi transferido de Marina Almeida (491.032.765-70) para Borges Abreu S.A. (46.237.519/0001-99) através de Compra e Venda.,AL,Palmeira dos Índios,07/2023
9,Processo de Usucapião Extrajudicial: Apartamento de 176m² passou de Novais (04.317.295/0001-85) para da Costa (31.265.804/0001-46).,AP,Laranjal do Jari,10/2024
120,Casa (272m²) transferido de Melissa Nunes (832.097.415-14) para da Luz (07.695.238/0001-28) por meio de Compra e Venda.,RS,Pelotas,08/2024
60,Terreno Rural de 15252m² transferido de Moura (62.413.850/0001-79) para Correia (98.750.632/0001-77) via Recuperação de Crédito.,RS,Caxias do Sul,07/2023
320,Terreno Rural de 22124m² transferido de Luiz Henrique Borges (120.983.754-41) pra Alves (40.872.596/0001-34) via Recuperação de Crédito.   ,RR,Boa Vista,06/2023
100,Processo de Usucapião Extrajudicial: Casa de 68m² passou de Farias (26.405.981/0001-40)para Duarte$ (84.617.932/0001-78).,AP,Santana,05/2023
183,Terreno Rural de 49328m² transferido de Viana (39.170.546/0001-26) para Luan Montenegro (192.536.708-86) via Recuperação de Crédito.,AC,Rio Branco,02/2024
119,Casa de 69m² transferido de da Costa (27.518.690/0001-21) para Abreu (14.697.035/0001-36) via Recuperação de Crédito.,TO,Araguaína,04/2024
127,Casa (266m²) transferido de Aragão (43.729610/0001-33) para Campos (72.035.814/0001-72) por meio de Usucapião Extrajudicial.,SE,Aracaju,05/2023
175,"Casa de 169m², Compra e Venda realizado entre Sra. Maria Câmara (503.841.967-48) e Luiz Fernando da Luz (457.062.138-44).",PE,Recife,11/2024
175,"Casa de 155m², Recuperação de Crédito realizao entre Gonçalves - ME (78.623.109/0001-72) e Luiz Felipe Borges (297.564.810-30).   ",PE,Recife,12/2023
319,Casa com 217m² foi transferido de da Rocha (79.238.601/0001-97) para Dias - ME (05.176.832/0001-87) através de Usucapião Extrajudicial.,RR,Rorainópolis,01/2025
291,Processo de Compra e Venda: Apartamento de 210m² passou de Guerra S.A. (82.763.901/0001-08) para Siqueira (76.459.013/0001-95).,RR,Boa Vista,04/2023
39,Apartamento de 147m² transferido de Clarice Garcia (316.974.528-09) para Novais Mendes - ME (25.371.694/0001-02) via Compra e Venda.,PA,Ananindeua,08/2024
296,Processo de Recuperação de Crédito: Casa de 128m² passou de Raul Lima (453.716.908-75) para Srta. Lorena Santos (625.034.971-52).,RJ,Petrópolis,11/2023
169,Processo de Usucapião Extrajudicial: Apartamento de 153m² passou de Albuquerque Dias S/A (82.610.349/0001-00) para Sampaio Farias - ME (36.082.145/0001-26).,RO,Porto Velho,02/2024
233,Apartamento de 153m² transferido de Nina Andrade (359.467.180-10) para Teixeira (87.532.091/0001-94) via Usucapião Extrajudicial.,MA,Timon,06/2023
342,Processo de Compra e Venda: Terreno Rural de 20662m² passou de Luara Cavalcante (968.105.374-57) para Eloah Abreu (593.284.106-06).,TO,Gurupi,11/2024
300,Apartamento (84m²) transferido de Rios (61.073.259/0001-57) para Albuquerque Albuquerque Ltda. (86.135.409/0001-30) por meio de Recuperação de Crédito.,GO,Rio Verde,09/2023
266,Apartamento com 85m² foi transferido de Montenegro Ltda. (94.680.752/0001-94) para Moreira (73.468.952/0001-08) através de Recuperação de Crédito.,BA,Feira de Santana,06/2024
217,Terreno Rural com 31937m² foi transferido de Larisa Campos (237.689.150-77) para An$a Carolina Viana (167.308.942-96) através de Compra e Venda.   ,TO,Gurupi,10/2024
297,Casa com 272m² foi transferido de Barros Andrade Ltda. (28.617.059/0001-42) para Machado (41.375.206/0001-83) através de Compra e Venda.,AL,Palmeira dos Índios,08/2024
224,Apartamento de 157m² transferido de Luiz Miguel Barbosa (206.143.785-08) para Ramos da Costa - EI (15.924.367/0001-79) via Recuperação de Crédito.,GO,Anápolis,03/2024
217,Processo de Recuperação de Crédito: Terreno Rural de 26295m² passou de Duarte Gonçalves - EI (04.163.825/0001-88) para Silveira e Filhos (08.215.397/0001-40).,TO,Gurupi,07/2023
3,"Apartamento de 269m², Compra e Ven#da realizado entre Castro (76.148.025/0001-07) e Melo Gonçalves e Filhos (17.203.495/0001-59).",AC,Sena Madureira,04/2023
249,Processo de Recuperação de Crédito: Apartamento de 119m² passou de Isabella Cirino (853.196.407-57) para da Mota (89.014.752/0001-15).,SC,Joinville,03/2024
96,Casa (88m²) transferido de Guerra (71.452.083/0001-06) para Ferreira Melo - ME (32.105.846/0001-82) por meio de Usucapião Extrajudicial.   ,SC,Florianópolis,01/2024
210,Terreno Rural de 29025m² transferido de Lopes (30.148.627/0001-55) para Laura Rios (139.857.204-79) via Compra e Venda.,PR,Maringá,10/2023
138,Casa de 115m² transferido de Stephany Cavalcanti (736.819.045-10) para Câmara Rezende S.A. (80.329.461/0001-41) via Compra e Venda.,CE,Juazeiro do Norte,07/2024
226,Casa de 156m² transferido de Arthur Gabriel da Rocha (859.120.476-01 para Maya Lima (812.075.349-60) via Recuperação de Crédito.   ,ES,Vitória,01/2025
54,Apartamento com 59m² foi transferido de Casa Grande Ltda. (57.642.089/0001-07) para Luiza Duarte (532.084.761-08) através de Recuperação de Crédito.,RJ,Niterói,09/2024
184,Apartamento de 286m² transferido de Vinicius Fonseca (352.601.874-07) para Raul Monteegro (239.156.840-15) via Recuperação de Crédito.,PR,Curitiba,10/2024
350,Terreno Rural de 40294m² transferido de José Oliveira (048.612.359-60) para Raul Almeida (517.284.963-73) via Usucapião Extrajudicial.,PE,Caruaru,04/2024
71,Terreno Rural (9254m²) transferido de Gonçalves S.A. (45.068.719/0001-00) para da Conceição Pires S.A. (18.327.645/0001-07) por meio de Usucapião Extrajudicial.,SP,São Paulo,01/2024
180,Processo de Usucapião Extrajudicial: Casa de 139m² passou de Cavalcanti (15.697.348/0001-57) para Sá - ME (52.641.098/0001-60).,AM,Itacoatiara,07/2024
328,Apartamento com 285m² foi transferido de Sr. Antony da Cruz (793.652.481-91) para Siqueira Pires - EI (60.815.472/0001-24) através de Compra e Venda.,PI,Picos,09/2024
16,Terreno Rural (32596m²) transferido de Caldeira S/A(85.927.304/0001-51) para Cirino Castro S/A (51.489.237/0001-19) por meio de Usucapião Extrajudicial.   ,CE,Fortaleza,02/2024
61,"Terreno Rural de 2224m², Usucapião Extrajudicial realizado entre Fonseca (75.190.632/0001-64) e Juliana Andrade (534.760.189-20).",RS,Pelotas,08/2024
126,Casa de 241m² transferido de Dante Camargo (987.053.162-86) para Abreu e Filhos (94.580.321/0001-56) via Compra e Venda.,AP,Macapá,12/2023
41,Terreno Rural com 11728m² foi transferido de Maria Liz Costa (091.562.837-68) para Luna Lima (398.721.065-68) através de Recuperação de Crédito.,PB,João Pessoa,06/2024
190,Terreno Rural (16@789m²) transferido de Pastor (31.645.987/0001-25) para Cavalcanti Novaes e Filhos (53.194.026/0001-84) por meio de Usucapião Extrajudicial.   ,RN,Parnamirim,11/2023
198,Apartamento (166m²) transferido de Guerra - ME (91.823.645/0001-80) para Antônio Fonseca (014.359.872-41) por meio de Compra e Venda.,TO,Palmas,09/2023
117,Apartamento com 120² foi transferido de da Cruz (69.752.401/00@01-02) para da Conceição e Filhos (30.859.271/0001-68) através de Usucapião Extrajudicial.,CE,Sobral,12/2024
157,Casa com 145m² foi transferido de Juan Moura (207.654.198-58) para Mariah Câmara (160.987.243-69) através de Compra e Venda.,PA,Ananindeua,09/2024
70,Apartaento (250m²) transferido de Fernanda Montenegro (721.643.908-22) para Lorena Borges (816.574.293-00) por meio de Compra e Venda.,SC,Blumenau,05/2024
345,"Terreno Rural de 34745m², Usucapião Extrajudicial realizado entre Martins Azevedo e Filhos (54.130.689/0001-06) e Vieira (26.709.538/0001-63).",PB,Campina Grande,01/2025
10,"Terreno Rural de 27367m², Recuperação de Cr#édito realizado entre Eduardo Câmara (469.731.582-00) e Bella Sampaio (501.746.328-35).",AM,Manaus,03/2024
92,Terreno Rural de 18063m² transferido de Luna Melo (785.624.910-20) para Lívia Brito (219.608.354-24) via Usucapião Extrajudicial.,MS,Dourados,09/2023
280,Casa de 120m² transferido de Oliveira - ME (49.576.032/0001-29) para Vargas Andrade e Filhos (09.467.351/0001-81) via Compra e Venda.   ,RS,Porto Alegre,09/2023
18,"Apartamento de 128m², Recuperação de Crédito realizado entre Maysa Silveira (781.059.264-58) e Elisa da Costa (730.845.126-71).",CE,Sobral,08/2023
27,"Terreno Rural de 42656m², Recuperação de Crédito realizado entre Melina da Cunha (270.384.951-60) e Borges (85.394.167/0001-37).",MA,Imperatriz,08/2023
230,Casa com 76m² foi transferido de Maria Vitória Nunes (943.861.502-42) para Novais Ltda. (46.382.059/0001-92) através de Compra e Venda.,CE,Fortaleza,08/2024
137,"Terreno Rural de 11001m², Recuperação de Crédito realizado entre Leão (06.183.792/0001-63) e Mendes (96.814.723/0001-01).",MS,Três Lagoas,01/2024
264,Casa com 163m² foi transferido de Costa (76.154.398/0001-82) para Sr. Théo Nunes (089.542.761-30) através de Recuperação de Crédito.,PE,Recife,08/2023
148,Casa de 80m² transferido de Silva Gomes - EI (60.215.837/0001-80) para Sr. Davi Lucca Sá (952.103.764-43) via Compra e Venda.,RJ,Rio de Janeiro,01/2024
73,Terreno Rural com 17697m² foi transferido de Enrico Fernandes (407.813.926-40) para Pimenta Sá Ltda. (23.470.859/0001-60) através de Recuperação de Crédito.,SP,Santos,08/2023
180,"Apartamento de 255m², Recuperação de Crédito realizado entre Teixeira Pimenta S/A (20.486.513/0001-61) e da Costa - ME (86.527.143/0001-71).",AM,Itacoatiara,02/2024
58,Terreno Rural (25858m²) transferido de Dom Araújo (183.547.260-53) para Fonseca (91.362.504/0001-07) por meio de Recuperação de Crédito.,RN,Parnamirim,08/2024
198,Apartamento (90m²) transferido de Ramos e Filhos (16.927.830/0001-07) para da Paz e Filhos (90.158.347/0001-50) por meio de Usucapião Extrajudicial.,TO,Palmas,05/2024
138,"Apartamento de 260m², Recuperação de Crédito realizado entre Mateus da Conceição (165.729.308-40) e Borges (48.063.519/0001-45).",CE,Juazeiro do Norte,10/2023
162,"Terreno Rural de 22766m², Compra e Venda realizado entre Allana Guerra (038.469.572-83) e Cirino (18.369.024/0001-88).",PI,Picos,12/2023
71,Apartamento de 257m² transferido de Heloísa Pinto (704.635.218-62) para Rael Câmara (537.690.214-52) via Compra e Venda.,SP,São Paulo,10/2024
54,Apartamento de 104m² transferido de Casa Grande (71.598.036/0001-67) para Camargo (56.209.837/0001-08) via Recuperação de Crédito.,RJ,Niterói,04/2023
335,"Casa de 134m², Compra e Venda realizado entre Pereira Silveira S/A (75.012.843/0001-07) e da Luz (42.358.071/0001-00).",BA,Salvador,04/2024
163,Processo de Usucapião Extrajudicial: Casa de 102m² passou de da Luz S.A. (46.397.205/0001-53) para Fogaça (24.068.957/0001-38).,AP,Santana,01/2025
244,Apartamento de 211m² transferido de Bryan das Neves (640.235.189-05) para Rodrigo da Conceição (142.653.897-91) via Recuperação de Crédito.,MT,Várzea Grande,11/2024
290,Casa (292m²) transferido de Nathan Cunha (640.285.391-70) para Nogueira (63.051.927/0001-70) por meio de Usucapião Extrajudicial.,TO,Gurupi,12/2024
8,Casa (257m²) transferido de Maria Helena Casa Grande (947.206.351-99) para Sr. Rafael Peixoto (650.192.347-61) por meio de Recuperação de Crédito.,AP,Santana,03/2023
239,Casa (147m²) transferido de Gonçalves (87.309.562/0001-08) para Sousa Rezende Ltda. (31.862.459/0001-28) por meio de Recuperação de Crédito.,RN,Parnamirim,06/2024
22,Casa de 198m² transferido de Ferreira (43.697.180/0001-15) para Henrique Pires (153.970.462-99) via Usucapião Extrajudicial.,ES,Cariacica,07/2023
330,Terreno Rural (1498m²) transferido de Ana Laura Lima (758.043.192-05) para Kaique# Vasconcelos (164.032.859-98) por meio de Recuperação de Créito.   ,RN,Natal,09/2023
19,Casa com 248m² foi transferido de Cecília Sampaio (528.730.946-56) para Guerra (47.386.529/0001-59) através de Usucapião Extrajudicial.   ,DF,Brasília,09/2023
244,Apartamento (287m²)transferido de Nascimento (26.849.701/0001-93) para Br$ayan Garcia (821.937.406-31) por meio de Compra e Venda.   ,MT,Várzea Grande,09/2024
100,"Casa de 81m², Recuperação de Crédito realizado entre Dr. Arthur Gabriel Aparecida (095.148.372-23) e da Rosa Jesus S/A (72.543.968/0001-75).",AP,Santana,01/2025
237,Casa com 173m² foi transferido de Juliana Gonçalves (435.961.287-73) para Pacheco Ltda. (75.921.804/0001-22) através de Recuperação de Crédito.,GO,Goiânia,06/2024
83,Casa de 191m² transferido de Almeida S/A (07.268.319/0001-41) para Dra. Juliana da Paz (085.439.217-32) via Recuperação de Crédito.,AC,Sena Madureira,04/2023
64,"Casa de 282m², Compra e Venda realizado entre Gael Sales (120.738.956-03) e Novaes Ltda. (35.124.806/0001-76).",RO,Ariquemes,05/2023
38,Processo de Recuperação de Crédito: Casa de 158m² passou de Rocha (18.974.306/0001-04) para Azevedo (65.734.902/0001-05).,PA,Belém,09/2023
303,"Apartamento de 140m², Recuperação de Crédito realizado entre Ribeiro da Mata Ltda. (40.378.126/0001-19) e Lorena Araújo (714.208.359-04).",PR,Londrina,04/2024
41,"Casa de 2%83m², Recuperação de Crédito realizado entre Cavalcanti (63.725.814/0001-03) e Clara Costa (387.946.051-57).",PB,João Pessoa,11/2023
250,Apartamento (213m²) transferido de Santos (20.159.647/0001-78) para Ribeiro Montenegro S.A. (90.641.75/0001-74) por meio de Recuperação de Crédito.   ,PI,Parnaíba,04/2024
108,Processo de Compra e Venda: Terreno Rural de 3655m² passou de Gomes - EI (29.054.367/0001-70) para da Luz (89.016.725/0001-81).,PB,Santa Rita,05/2023
269,Apartamento (186m²) transferido de Freitas - ME (35.729.648/0001-88) para Albuquerque (46.038.251/0001-66) por meio de Recuperação de Crédito.   ,AM,Parintins,10/2023
154,"Apartamento de 249m², Compra e Venda realizado entre Monteiro e Filhos (07.268.315/0001-63) e Sophie da Mota (185.274.096-58).",RR,Boa Vista,02/2025
41,Casa com 220m² foi transferido de João Guilherme Fonseca (467.153.802-44) para Helena Porto (943.128.570-32) através de Usucapião Extrajudicial.,PB,João Pessoa,02/2024
198,Apartamento (229m²) transferido de Bento Novais (247.985.130-32) para Ferreira - ME (78.045.329/0001-66) por meio de Recuperação de Crédito.,TO,Palmas,03/2023
238,Apartamentode 149m² transferido de Ribeiro (58.076.412/0001-95) para da Rocha (32.105.978/0001-04) via Usucapião Extraj#udicial.   ,PI,Teresina,08/2024
78,Apartamento de 251m² transferido de Dr. Diego Brito (041.683.795-66) para Pinto (71.289.403/0001-40) via Compra e Venda.,TO,Araguaína,07/2023
10,Processo de Compra e Venda: Apartamento de 213m² passou de Aparecida e Filhos (67.953.128/0001-40) para Fogaça da Luz S/A (96.832.154/0001-19).,AM,Manaus,05/2023
255,Apartamento (57m²) transferido de Valentim Costa (469.308.751-39) para Nina Azevedo (981.504.632-24) por meio de Usucapião Extrajudicial.,PB,Campina Grande,03/2023
38,Terreno Rural com 37649m² foi transferido de Correia Dias S.A. (18.475.063/0001-60) para Silveira Ltda. (57.381.296/0001-55) através de Usucapião Extrajudicial.,PA,Belém,03/2024
270,"Casa de 125m², Recuperação de Crédito realizado entre Mendes (74.628.035/0001-06) e Peixoto Montenegro S/A (59.278.401/0001-50).",CE,Sobral,10/2024
244,Processo de Usucapião Extrajudicial: Casa de 214m² passou de Costela Silva S/A (39.258.074/0001-68) para Teixeira (47.502.963/0001-57).,MT,Várzea Grande,09/2024
8,Apartamento de 252m² transferido de Araújo Costa S.A. (08.756.492/0001-51) para Pacheco (05.263.194/0001-31) via Recuperação de Crédito.,AP,Santana,01/2025
268,Apartamento com 126m² foi transferido de Albuquerque Fogaça S.A. (02.876.159/0001-08) para José Miguel Costa (420.859.367-92) através de Recuperação de Crédito.,AC,Cruzeiro do Sul,04/2024
144,Processo de Recuperação de Crédito: Apartamento de 179m² passou de Rezende - ME (58.213.467/0001-08) para Andrade Pacheco e Filhos (48.725.930/0001-39).,AM,Manaus,07/2024
350,Terreno Rural (41168m²) transferido de Costa (92.618.457/0001-82) para da Rosa (56.078.321/0001-63) por meio de Recuperação de Crédito.,PE,Caruaru,01/2025
14,"Terreno Rural de 24865m², Recuperação de Crédito realizado entre Azevedo e Filhos (31.624.907/0001-55) e Alves (31.78.045/0001-56).",BA,Feira de Santana,05/2023
295,Casa (257m²) transferido de Pereira (43.267.890/0001-05) para Pastor Santos - ME (18.460.953/0001-06) por meio de Compra e Venda.,AC,Rio Branco,02/2023
336,Processo de Usucapião Extrajudicial: Apartamento de 180m² passou de Dra. Hadassa Barbosa (923.508.674-47) para Sampaio - EI (93.845.127/0001-92).,AM,Itacoatiara,12/2024
347,Apartamento de 99m² transferido de Vargas Pinto e Filhos (61.307.459/0001-27) para Cavalcanti (04.817.926/0001-25) via Compra e Venda.,DF,Brasília,01/2025
72,Casa de 297m² transferido de Henry Azevedo (583.672.194-73) para Calebe Câmara (273.410.965-43) via Compra e Venda.,SP,Campinas,01/2024
215,"Apartamento de 52m², Recuperação de Crédito realizado entre Vieira - EI (48.029.765/0001-80) e Clara Vargas (193.047.268-40).",AC,Cruzeiro do Sul,12/2024
236,Casa com 106m² foi transferido de Srta. Aylla Nascimento (519.820.674-11) para Antônio Almeida (673.402.895-00) através de Recuperação de Crédito.,BA,Feira de Santana,11/2024
142,Casa (77m²) transferido de Andrade da Costa - ME (68.729.541/0001-99) para Emanuel Camargo (051.374.829-60) por meio de Usucapião Extrajudicial.,ES,Vila Velha,11/2023
32,Casa de 263m² trnsferido de Maria Laura Borges (362.704.815-62) para Castro (13.745.062/0001-74) via Recuperação de Crédito.,MS,Campo Grande,02/2024
80,Apartamento de 140m² transferido de Moraes (25.460.817/0001-73) para Sofia Carvalho (402.851.693-51) via Recuperação de Crédito.,RS,Pelotas,10/2023
282,Apartamento de 285m² transferido de Pedro Miguel Santos (406.315.287-17) para Léo Teixeira (192.638.075-40) via Recuperação de Crédito.,ES,Vitória,07/2024
169,Casa (244m²) transferido de Souza (41.572.896/0001-60) para Theodoro Viana (531.984.072-14) por meio de Recuperação de Crédito.,RO,Porto Velho,12/2024
340,Casa com 66m² foi transferido de Carlos Eduardo Melo (650.347.128-90) para Cardoso (93.528.410/0001-90) através de Recuperação de Crédito.,PA,Ananindeua,04/2023
280,Casa de 239m² transferido de Santos (84.930.176/0001-32) para Sara Martins (560.817.234-53) via Usucapião Extrajudicial.,RS,Porto Alegre,03/2024
12,"Terreno Rural de 20349m², Compra e Venda realizado entre Sra. Maria Isis Rezende (016.294.753-43) e Ravy Duarte (209.153.784-50).",AM,Itacoatiara,10/2023
76,Terreno Rural com 36127m² foi transferido de Alves Fernandes S/A (56.723.014/0001-98) para Luigi da Costa (348.705.216-44) através de Recuperação de Crédito.,SE,Lagarto,12/2023
360,Terreno Rural de 9879m² transferido de Machado - ME (37.928.046/0001-85) para Ravi Araújo (167.594.203-06) via Usucapião Extrajudicial.,ES,Cariacica,10/2023
78,"Apartamento de 157m², Compra e Venda realizado entre Maria Cecília Moura (746.903.815-93) e Vasconcelos (12.793.548/0001-15).",TO,Araguaína,12/2024
252,"Terreno Rural de 48984m², Recuperação de Crédito realizado entre Cunha (08.327.165/0001-84) e Isadora Cavalcante (165.738.294-09).",AL,Maceió,12/2023
114,Casa com 298m² foi transferido de Maria Vitória da Cunha (163.807.925-03) para Leão (32.045.976/0001-77) através de Usucapião Extrajudicial.,PR,Curitiba,02/2023
144,"Apartamento de 254m², Recup%eração de Crédito realizado entre Caldeira (98.714.035/0001-97) e Pacheco Silva - ME (12.845.367/0001-95).   ",AM,Manaus,07/2023
195,"Apartamento de 201m², Compra e Venda realizado entre Joaquim Pacheco (207.931.856-02) e Luísa Montenegro (248.617.390-04).",PR,Maringá,06/2024
27,Apartamento de 232m² transferido de Bárbara Viana (265.437.081-07) para Cavalcanti Teixeira - ME (92.843.165/0001-43) via Compra e Venda.,MA,Imperatriz,09/2023
238,Processo de Recuperação de Crédito: Casa de 157m² passou de Dr. Davi Lucas Sntos (548.031.692-33) para Barros (65.710.983/0001-03).,PI,Teresina,05/2024
58,Terreno Rural com 7590m² foi transferido de Gustavo Henrique da Costa (497.652$.830-83) para Nunes (57.320.164/0001-13) através de Compra e Venda.   ,RN,Parnamirim,04/2024
298,Processo de Usucapião Extrajudicial: Apartamento de 259m² passou de Ravi Lucca Freitas (152.074.389-05) para Théo Souza (427.019.386-78).,AM,Parintins,12/2023
115,"Apartamento de 208m², Recuperação de Crédito realizado entre Ramos Melo - EI (80.179.263/0001-49) e Rodrigues (58.901.426/0001-04).",AP,Santana,01/2025
253,Processo de Compra e Venda: Casa de 146m² passou de Sr. Caio Leão (395.170.426-80) para Ramos Costa - ME (58.074.236/0001-52).,RN,Mossoró,05/2023
70,Processo de Compra e Venda: Terreno Rural de 10927m² passou de Moura (19.203.457/0001-21) para Ribeiro Andrade e Filhos (46.593.218/0001-06).,SC,Blumenau,06/2023
180,Processo de Compra e Venda: Apartamento de 72m² pass$ou de Luan Alves (350.698.124-24) para Pires - ME (16.209.874/0001-93).   ,AM,Itacoatiara,05/2024
358,"Terreno Rural de 4229m², Usucapião Extrajudicial realizado entre João Lucas Pinto (651.248.097-01) e Luana Pastor (748.369.250-29).",RR,Boa Vista,05/2023
74,Casa de 67m² transferido de Alexandre Macedo (350.614.782-07) para Raul Borges (069.213.758-03) via Recuperação de Crédito.,SE,Aracaju,05/2024
316,Processo de Usucapião Extrajudicial: Terreno Rural de 34027m² passou de Dra. Maria Cecília da Costa (036.481.257-53) para André das Neves (507.419.682-58).,AM,Itacoatiara,04/2024
89,Casa com 197m² foi transferido de Carlos Eduardo Pereira (378.021.694-96) para Caldeira Ltda. (97.543.068/0001-59) através de Compra e Venda.,AL,Palmeira dos Índios,12/2024
318,Casa de 133m² transferido de Cavalcanti (20.563.189/0001-38) para Moraes (27.015.384/0001-72) via Compra e Venda.,AL,Palmeira dos Índios,10/2024
63,Terreno Rural de 30348m² transferido de Dr. Mateus Albuquerque (941.037.268-22) para Cavalcante (96.852.413/0001-73) via Recuperação de Crédito.,RO,Ji-Paraná,04/2023
146,Casa (290m²) transferido de Freitas Novaes - EI (85.470.621/0001-91) para Matteo Siqueira (610.843.925-42) por meio de Compra e Venda.,PR,Curitiba,02/2023
344,Casa com 190m² foi transferido de Julia Aragão (354.967.081-84) para Monteiro (59.047.162/0001-28) através de Usucapião Extrajudicial.,PA,Ananindeua,07/2024
251,Apartamento (172m²) transferido de Joana Vieira (351.796.482-46) para Sousa Pastor S/A (67.190.352/0001-28) por meio de Usucapião Extrajudicial.,AC,Rio Branco,10/2024
277,Terreno Rural de 29268m² transferido de Maria Cecília Barbosa (862.475.139-09) para da Rosa e Filhos (84.907.231/0001-73) via Usucapião Extrajudicial.,CE,Fortaleza,11/2024
307,Casa (130m²) transferido de Joana Moura (590.364.287-00) para Cecília Montenegro (860.932.547-47) por meio de Recuperação de Crédito.,CE,Juazeiro do Norte,07/2024
41,Processo de Compra e Venda: Apartamento de 257m² passou de Laís Costela (453.210.687-71) para João Gabriel Pastor (584.170.926-76).,PB,João Pessoa,11/2024
266,"Casa de 162m², Compra e Venda realizado entre Aurora Ribeiro (581.307.962-95) e Fogaça (83.104.965/0001-51).",BA,Feira de Santana,05/2024
344,Terreno Rural (49058m²) transferido de da Rocha (34.807.169/0001-70) para da Mota - EI (68.095.342/0001-76) por meio de Recuperação de Crédito.   ,PA,Ananindeua,01/2025
15,"Terreno Rural de 13049m², Usucapião Extrajudicial realizado entre Cecilia Viana (271.034.596-06) e Pimenta (67.890.513/0001-96).",BA,Vitória da Conquista,04/2023
262,Apartamento de 155m² transferido e Maria Alice Monteiro (674.910.328-69) para Jesus Jesus S.A. (47.361.502/0001-01) via Compra e Venda.   ,SP,Campinas,07/2024
182,"Casa de 109m², Recuperação de Crédito realizado entre da Conceição - EI (48.762.013/0001-24) e Santos (92.435.701/0001-71).",CE,Sobral,09/2023
194,Terreno Rural com 17499m² foi transferido de Alves (12.973.064/0001-58) para Dias (70.195.643/0001-13) através de Compra e Venda.,RR,Caracaraí,08/2023
194,"Apartamento de 250m², Recuperação de Crédito realizado entre Olívia das Neves (780.423.965-38) e Luiz Gustavo Abreu (205.439.718-05).",RR,Caracaraí,09/2024
318,Apartamento de 77m² transferido de Cardoso (54.716.823/0001-47) para da Mata da Conceição S.A. (04.792.531/0001-15) via Recuperação de Crédito.,AL,Palmeira dos Índios,12/2023
340,Apartamento de 295m² transferido de Siqueira (12.690.548/0001-90) para Maria Liz Moreira (059.423.876-56) via Usucapião Extrajudicial.,PA,Ananindeua,03/2024
336,Casa com 58m² foi transferido de Srta. Fernanda Ramos (793.416.280-40) para Pinto Dias Ltda. (02.463.571/0001-98) através de Recuperação de Crédito.,AM,Itacoatiara,12/2024
261,Processo de Usucapião Extrajudicial: Terreno Rural de 27755m² passou de Maria Cecília Matins% (143.925.867-82) para Noah Monteiro (983.061.457-39).   ,SP,São Paulo,12/2023
50,Terreno Rural de 26571m² transferido de Mendonça e Filhos (54.710.682/0001-55) para Lima e Filhos (65.327.048/0001-54) via Usucapião Extrajudicial.,PI,Teresina,07/2024
293,Terreno Rural (21916m²) transferido de Joana Sá (435.092.817-05) para Lucca Oliveira (960.751.342-80) por meio de Recuperação de Crédito.,AM,Itacoatiara,07/2024
166,Terreno Rural de 16131m² transferido de Correia (07.856.924/0001-33) para Vinicius Guerra (098.317.624-87) via Recuperação de Crédito.,RJ,Niterói,02/2023
28,Terreno Rural (9488m²) transferido de Nunes (35.691.802/0001-70) para Gael Henrique Borges (592.463.781-64) por meio de Usucapião Extrajudicial.,MA,Timon,02/2024
325,Casa de 294m² transferido de da Mata (67.905.843/0001-08) para Oliveira (54.982.036/0001-47) via Recuperação de Crédito.,MA,Imperatriz,01/2024
283,Terreno Rural de 14544m² transferido de Dom Borges (658.079.412-76) para Jesus - ME (38.914.206/0001-08) via Compra e Venda.,AL,Palmeira dos Índios,11/2024
351,Processo de Recuperação de Crédito: Terreno Rural de 42291m² passou de Amanda Aragão (102.564.397-61) para Srta. Emanuella Campos (168.549.032-89).,PB,João Pessoa,06/2024
344,Proce%sso de Compra e Venda: Apartamento de 164m² passou de Pedro Miguel Vieira (931.270.586-59) para Asafe Costela (620.351.489-60.   ,PA,Ananindeua,12/2024
316,Casa (270m²) transferido de da Mata (38.195.067/0001-00) para Ana Lívia Santos (748.369.250-29) por meio de Usucapião Extrajudicial.,AM,Itacoatiara,02/2024
259,Apartamento com 110m² foi transferido de Joana Pinto (891.270.536-95) para Dr. Leandro Sales (341.926.758-46) através de Usucapião Extrajudicial.,TO,Palmas,06/2023
80,"Terreno Rural de 40247m², Usucapião Extrajudicial realizado entre Silva S/A (93.820.671/0001-80) e Santos (59.428.613/0001-77).",RS,Pelotas,10/2023
36,Processo de Recuperação de Crédito: Apartamento de 213m² passou de Maria Eduarda Brito (320.156.794-99) para Sr. Rhavi Novaes (931.287.540-04).,MG,Uberlândia,06/2024
